"nkill","iyear","imonth","gname","targtype1_txt","weaptype1_txt","attacktype1_txt","region","time_of_year"
1,1998,5,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1998,5,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Armed Assault","Western Europe","Spring"
4,1998,5,"Chechen Rebels","Government (General)","Explosives","Assassination","Eastern Europe","Spring"
1,1998,6,"Basque Fatherland and Freedom (ETA)","Government (General)","Explosives","Bombing/Explosion","Western Europe","Summer"
29,1998,8,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1998,10,"Other","Government (General)","Melee","Assassination","Eastern Europe","Autumn"
3,1998,10,"Other","Police","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
1,1998,10,"Other","Military","Firearms","Armed Assault","Eastern Europe","Autumn"
3,1998,10,"Chechen Rebels","Government (General)","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
5,1998,11,"Other","Police","Firearms","Armed Assault","Eastern Europe","Autumn"
2,1998,11,"Other","Police","Firearms","Armed Assault","Eastern Europe","Autumn"
2,1998,11,"Other","Police","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
3,1998,12,"Other","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Winter"
1,1999,1,"Other","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Winter"
1,1999,2,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Winter"
1,1999,2,"Other","Government (General)","Explosives","Bombing/Explosion","Eastern Europe","Winter"
1,1999,3,"Chechen Rebels","Military","Firearms","Hostage Taking (Kidnapping)","Eastern Europe","Spring"
4,1999,3,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Spring"
2,1999,3,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Spring"
1,1999,3,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1999,3,"Ulster Volunteer Force (UVF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
64,1999,3,"Chechen Rebels","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Spring"
2,1999,4,"Chechen Rebels","Police","Firearms","Armed Assault","Eastern Europe","Spring"
1,1999,4,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
3,1999,4,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
4,1999,5,"Chechen Rebels","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Spring"
1,1999,5,"Other","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1999,6,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1999,6,"Other","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Summer"
1,1999,6,"Other","Government (General)","Firearms","Armed Assault","Eastern Europe","Summer"
1,1999,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Hostage Taking (Kidnapping)","Western Europe","Summer"
1,1999,6,"Other","Police","Firearms","Armed Assault","Eastern Europe","Summer"
2,1999,6,"Other","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Summer"
3,1999,6,"Other","Educational Institution","Firearms","Armed Assault","Eastern Europe","Summer"
1,1999,7,"Other","Religious Figures/Institutions","Melee","Armed Assault","Eastern Europe","Summer"
1,1999,7,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Summer"
2,1999,8,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,1999,8,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Summer"
64,1999,9,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
90,1999,9,"Chechen Rebels","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
118,1999,9,"Chechen Rebels","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
17,1999,9,"Chechen Rebels","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
2,1999,9,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
4,1999,10,"Chechen Rebels","Transportation","Firearms","Armed Assault","Eastern Europe","Autumn"
1,1999,12,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Winter"
3,1999,12,"Chechen Rebels","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Winter"
1,2000,1,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
3,2000,1,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
3,2000,7,"Other","Police","Firearms","Armed Assault","Eastern Europe","Summer"
2,2000,2,"Basque Fatherland and Freedom (ETA)","Government (General)","Explosives","Assassination","Western Europe","Winter"
16,2000,3,"Chechen Rebels","Government (General)","Firearms","Bombing/Explosion","Eastern Europe","Spring"
1,2000,4,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
1,2000,4,"Other","Government (General)","Firearms","Assassination","Eastern Europe","Spring"
1,2000,5,"Basque Fatherland and Freedom (ETA)","Journalists & Media","Firearms","Assassination","Western Europe","Spring"
2,2000,5,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
3,2000,5,"Chechen Rebels","Transportation","Explosives","Bombing/Explosion","Eastern Europe","Spring"
3,2000,5,"Chechen Rebels","Journalists & Media","Explosives","Bombing/Explosion","Eastern Europe","Spring"
1,2000,5,"Other","Government (General)","Firearms","Assassination","Eastern Europe","Spring"
3,2000,5,"Chechen Rebels","Police","Firearms","Armed Assault","Eastern Europe","Spring"
2,2000,5,"Chechen Rebels","Military","Firearms","Armed Assault","Eastern Europe","Spring"
1,2000,5,"Chechen Rebels","Government (General)","Explosives","Bombing/Explosion","Eastern Europe","Spring"
3,2000,5,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Spring"
1,2000,5,"Other","Government (General)","Firearms","Assassination","Eastern Europe","Spring"
1,2000,6,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Summer"
3,2000,6,"Chechen Rebels","Police","Explosives","Bombing/Explosion","Eastern Europe","Summer"
1,2000,6,"Chechen Rebels","Police","Firearms","Assassination","Eastern Europe","Summer"
1,2000,6,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Summer"
3,2000,6,"Chechen Rebels","Government (General)","Firearms","Armed Assault","Eastern Europe","Summer"
5,2000,6,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
7,2000,6,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,2000,6,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Summer"
4,2000,6,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
3,2000,7,"Chechen Rebels","Police","Explosives","Bombing/Explosion","Eastern Europe","Summer"
50,2000,7,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
6,2000,7,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
9,2000,7,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,2000,7,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
4,2000,7,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,2000,7,"Chechen Rebels","Transportation","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,2000,7,"Chechen Rebels","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,2000,7,"Chechen Rebels","Business","Explosives","Bombing/Explosion","Eastern Europe","Summer"
1,2000,7,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Summer"
1,2000,7,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
1,2000,7,"Chechen Rebels","Transportation","Explosives","Bombing/Explosion","Eastern Europe","Summer"
1,2000,7,"Other","Private Citizens & Property","Firearms","Assassination","Eastern Europe","Summer"
1,2000,7,"Other","Journalists & Media","Firearms","Assassination","Eastern Europe","Summer"
1,2000,7,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Summer"
1,2000,8,"Chechen Rebels","Government (General)","Explosives","Bombing/Explosion","Eastern Europe","Summer"
3,2000,8,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Summer"
1,2000,8,"Chechen Rebels","Government (General)","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,2000,8,"Chechen Rebels","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Summer"
1,2000,8,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Summer"
12,2000,8,"Chechen Rebels","Transportation","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,2000,8,"Chechen Rebels","Private Citizens & Property","Melee","Armed Assault","Eastern Europe","Summer"
2,2000,8,"Other","Police","Explosives","Bombing/Explosion","Eastern Europe","Summer"
2,2000,8,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
2,2000,8,"Chechen Rebels","Military","Firearms","Armed Assault","Eastern Europe","Summer"
2,2000,8,"Ulster Volunteer Force (UVF)","Terrorists/Non-State Militia","Firearms","Armed Assault","Western Europe","Summer"
1,2000,8,"Other","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Summer"
1,2000,8,"Other","Military","Explosives","Bombing/Explosion","Eastern Europe","Summer"
4,2000,9,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
5,2000,9,"Chechen Rebels","Military","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,9,"Chechen Rebels","Military","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,9,"Other","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Autumn"
1,2000,9,"Other","Journalists & Media","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,9,"Other","Government (General)","Firearms","Armed Assault","Eastern Europe","Autumn"
2,2000,9,"Chechen Rebels","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
5,2000,9,"Chechen Rebels","Military","Firearms","Armed Assault","Eastern Europe","Autumn"
5,2000,9,"Chechen Rebels","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,9,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,2000,9,"Chechen Rebels","Police","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,10,"Basque Fatherland and Freedom (ETA)","Government (General)","Explosives","Assassination","Western Europe","Autumn"
10,2000,10,"Chechen Rebels","Government (General)","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
1,2000,10,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Autumn"
2,2000,10,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Autumn"
3,2000,10,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
1,2000,10,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
1,2000,10,"Chechen Rebels","Police","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,10,"Chechen Rebels","Police","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,10,"Chechen Rebels","Military","Firearms","Armed Assault","Eastern Europe","Autumn"
3,2000,10,"Chechen Rebels","Police","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,10,"Basque Fatherland and Freedom (ETA)","Government (General)","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,2000,10,"Chechen Rebels","Government (General)","Firearms","Armed Assault","Eastern Europe","Autumn"
8,2000,10,"Chechen Rebels","Military","Explosives","Bombing/Explosion","Eastern Europe","Autumn"
3,2000,10,"Basque Fatherland and Freedom (ETA)","Government (General)","Explosives","Assassination","Western Europe","Autumn"
36,2000,11,"Chechen Rebels","Military","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,11,"Other","Police","Firearms","Assassination","Western Europe","Autumn"
5,2000,11,"Chechen Rebels","Private Citizens & Property","Firearms","Armed Assault","Eastern Europe","Autumn"
1,2000,11,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,2000,12,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Winter"
4,2000,12,"Chechen Rebels","Private Citizens & Property","Explosives","Bombing/Explosion","Eastern Europe","Winter"
4,2000,12,"Chechen Rebels","Military","Firearms","Armed Assault","Eastern Europe","Winter"
3,2000,12,"Chechen Rebels","Police","Explosives","Bombing/Explosion","Eastern Europe","Winter"
21,2000,12,"Chechen Rebels","Religious Figures/Institutions","Explosives","Bombing/Explosion","Eastern Europe","Winter"
1,2000,12,"Basque Fatherland and Freedom (ETA)","Government (General)","Explosives","Assassination","Western Europe","Winter"
4,2000,12,"Other","Government (General)","Firearms","Armed Assault","Eastern Europe","Winter"
8,2000,12,"Other","Military","Explosives","Bombing/Explosion","Eastern Europe","Winter"
3,2001,1,"Chechen Rebels","Police","Explosives","Bombing/Explosion","Eastern Europe","Winter"
9,2001,1,"Chechen Rebels","Business","Firearms","Armed Assault","Eastern Europe","Winter"
